datetime,temp,humidity,wind_speed,solar_ghi,mrt,pa,utci
2025-05-28 09:00:00,14.96,85,3.83,530.19,30.865700000000004,1.444715687017363,20.321161622044123
2025-05-28 10:00:00,15.0,87,3.37,669.3,35.07899999999999,1.4825230248015893,23.255605905065185
2025-05-28 11:00:00,14.92,89,3.21,780.15,38.3245,1.508809435845351,24.998431420409865
2025-05-28 12:00:00,15.04,88,3.07,853.2,40.635999999999996,1.503430138456452,26.277383748907763
2025-05-28 13:00:00,15.51,83,4.3,882.32,41.9796,1.4614831975249898,24.091803438669878
2025-05-28 14:00:00,15.26,81,4.03,865.1,41.213,1.403558563912081,23.954461024746408
2025-05-28 15:00:00,16.54,63,4.55,802.96,40.6288,1.1847649921429184,22.166391464214385
2025-05-28 16:00:00,17.13,55,5.25,701.14,38.164199999999994,1.0737949222295309,19.37612998474747
2025-05-28 17:00:00,17.51,56,5.3,568.35,34.560500000000005,1.1199143087821477,18.28390783541871
2025-05-28 18:00:00,16.88,58,4.89,416.29,29.368699999999997,1.1145584707841893,16.749333727251773
2025-05-28 19:00:00,16.91,62,4.13,259.33,24.6899,1.1936948107180543,17.02480356299468
2025-05-28 20:00:00,16.08,68,3.45,115.02,19.5306,1.2418425447569503,16.27151431973231
2025-05-28 21:00:00,12.88,78,2.73,15.17,13.3351,1.1582517875881,13.148520230500466
2025-05-28 22:00:00,10.96,88,1.82,0.0,10.96,1.1513219517835829,13.110597043379965
2025-05-28 23:00:00,10.47,91,1.55,0.0,10.47,1.1523577547291688,13.246847915822867
2025-05-29 00:00:00,10.34,91,1.44,0.0,10.34,1.1424027599246904,13.317193670961865
2025-05-29 01:00:00,10.08,91,1.39,0.0,10.08,1.1227200616335695,13.0751225720138
2025-05-29 02:00:00,9.74,91,0.9,0.0,9.74,1.097432832912122,13.71983536419032
2025-05-29 03:00:00,9.7,91,1.33,0.0,9.7,1.0944911576129095,12.694552512428668
2025-05-29 04:00:00,9.82,91,1.47,0.0,9.82,1.1033371181178033,12.540996405725412
2025-05-29 05:00:00,9.65,92,1.73,5.07,9.802100000000001,1.1028109236449262,11.845587088804631
2025-05-29 06:00:00,10.28,90,1.84,83.37,12.781099999999999,1.1253301184494986,13.264103356326112
2025-05-29 07:00:00,11.2,86,2.08,220.81,17.8243,1.1432262555999315,15.355553100337527
2025-05-29 08:00:00,12.74,77,2.53,376.43,24.032899999999998,1.1329662143396595,17.651525030783734
2025-05-29 09:00:00,14.4,72,2.98,531.26,30.3378,1.1803132377132335,20.35068758372706
2025-05-29 10:00:00,15.54,74,4.01,670.26,35.6478,1.3055183355645064,21.441835681939892
2025-05-29 11:00:00,13.63,92,3.81,781.07,37.0621,1.4346807482134691,22.01371924031492
2025-05-29 12:00:00,13.31,93,3.9,854.16,38.934799999999996,1.4203489163159964,22.297847318627007
2025-05-29 13:00:00,13.37,93,4.41,883.39,39.8717,1.4259182926929617,21.58260814212462
2025-05-29 14:00:00,13.98,87,5.25,866.33,39.969899999999996,1.3879224795687743,19.882927089492973
2025-05-29 15:00:00,14.65,83,5.77,804.43,38.7829,1.3828008241575405,18.597194025702954
2025-05-29 16:00:00,17.3,75,6.39,702.86,38.3858,1.480107845797112,19.071523677755536
2025-05-29 17:00:00,17.62,78,6.14,570.32,34.729600000000005,1.570750683378297,18.829462618885547
2025-05-29 18:00:00,17.51,79,5.85,418.48,30.0644,1.5798791141748156,17.608919142108533
2025-05-29 19:00:00,17.35,79,5.51,261.62,25.198600000000003,1.5639849544013513,16.26413829670205
2025-05-29 20:00:00,17.56,79,5.52,117.18,21.0754,1.5848750593507086,14.827529251808889
2025-05-29 21:00:00,16.77,83,5.48,16.2,17.256,1.5838713288128887,12.933817864222323
2025-05-29 22:00:00,15.92,86,5.45,0.0,15.92,1.5545913804174014,11.827200384814141
2025-05-29 23:00:00,15.53,88,5.42,0.0,15.53,1.5515130841964841,11.498061036600632
2025-05-30 00:00:00,15.37,89,5.35,0.0,15.37,1.5531166634965532,11.508019068745877
2025-05-30 01:00:00,15.08,91,5.14,0.0,15.08,1.5586909424298907,11.72747606912078
2025-05-30 02:00:00,14.58,94,4.75,0.0,14.58,1.558999836337202,12.121235860851733
2025-05-30 03:00:00,14.16,96,4.37,0.0,14.16,1.5494840809232688,12.520213728117875
2025-05-30 04:00:00,13.9,97,4.09,0.0,13.9,1.5394376857042558,12.84698284591143
2025-05-30 05:00:00,13.76,97,4.07,5.5,13.924999999999999,1.525497420498323,12.749602924121048
2025-05-30 06:00:00,13.71,97,4.01,84.88,16.2564,1.5205457574771692,13.75960802231269
2025-05-30 07:00:00,14.64,93,4.19,222.44,21.313200000000002,1.5484032585576128,16.04884290760245
2025-05-30 08:00:00,16.35,84,4.87,378.0,27.69,1.5606901946867853,18.106394835217557
